OD / in,OD / mm,Order Num,Length / in,Length / mm,Rate / lbs per in,Rate / N per mm,Initial Tension / lbs,Initial Tension / N,Sugg. Max. Defl. / in,Sugg. Max. Defl. / mm,Sugg. Max. Load / lbs,Sugg. Max. Load / N,Wire Dia. / in,Wire Dia. / mm,MAT'L,FNSH
0.843,21.41,6044,4.50,114.3,3.6,.64,3,15,5.0,127,22,96,0.085,2.16,SST,N
0.843,21.41,6039,4.75,120.7,1.8,.31,2,9,7.3,187,15,66,0.075,1.91,SST,N
0.843,21.41,5896,5.00,127.0,1.9,.32,2,9,7.4,188,16,70,0.075,1.91,SPR,Z
0.843,21.41,5655,5.00,127.0,4.2,.74,4,16,4.6,117,23,102,0.085,2.16,SPR,Z
0.843,21.41,S-631,5.00,127.0,3.7,.66,3,15,4.9,124,22,96,0.085,2.16,SST,N
0.843,21.41,5599,7.81,198.4,6.8,1.2,9,39,5.0,128,43,192,0.105,2.67,HD,Z
0.850,21.59,80925,2.00,50.8,3.2,.56,.7,3,2.6,65,8.9,39,0.055,1.40,MW,N
0.850,21.59,80925S,2.00,50.8,2.7,.48,.6,3,2.0,51,6.1,27,0.055,1.40,SST,N
0.850,21.59,80944,2.00,50.8,31,5.3,2,11,.90,23,30,132,0.085,2.16,MW,N
0.850,21.59,80944S,2.00,50.8,26,4.5,2,9,.70,18,20,90,0.085,2.16,SST,N
0.850,21.59,80926,2.25,57.2,2.1,.37,.7,3,3.9,99,8.9,39,0.055,1.40,MW,N
0.850,21.59,80926S,2.25,57.2,1.8,.31,.6,3,3.1,78,6.1,27,0.055,1.40,SST,N
0.850,21.59,80929,2.25,57.2,3.9,.68,1,4,3.1,78,13,58,0.063,1.60,MW,N
0.850,21.59,80929S,2.25,57.2,3.3,.58,.9,4,2.4,62,8.9,40,0.063,1.60,SST,N
0.850,21.59,80934,2.25,57.2,9.7,1.7,2,8,2.0,50,21,93,0.075,1.91,MW,N
0.850,21.59,80934S,2.25,57.2,8.2,1.4,1,6,1.5,39,14,63,0.075,1.91,SST,N
0.850,21.59,80945,2.25,57.2,19,3.4,2,11,1.4,36,30,132,0.085,2.16,MW,N
0.850,21.59,80945S,2.25,57.2,16,2.9,2,9,1.1,28,20,90,0.085,2.16,SST,N
0.850,21.59,80927,2.50,63.5,1.6,.28,.7,3,5.1,130,8.9,39,0.055,1.40,MW,N
0.850,21.59,80927S,2.50,63.5,1.4,.24,.6,3,4.1,103,6.1,27,0.055,1.40,SST,N
0.850,21.59,80930,2.50,63.5,2.9,.51,1,4,4.1,105,13,58,0.063,1.60,MW,N
0.850,21.59,80930S,2.50,63.5,2.5,.43,.9,4,3.3,83,8.9,40,0.063,1.60,SST,N
0.850,21.59,80935,2.50,63.5,7.5,1.3,2,8,2.6,65,21,93,0.075,1.91,MW,N
0.850,21.59,80935S,2.50,63.5,6.4,1.1,1,6,2.0,51,14,63,0.075,1.91,SST,N
0.850,21.59,80946,2.50,63.5,14,2.5,2,11,2.0,50,30,132,0.085,2.16,MW,N
0.850,21.59,80946S,2.50,63.5,12,2.1,2,9,1.5,39,20,90,0.085,2.16,SST,N
0.850,21.59,80928,2.75,69.9,1.2,.21,.7,3,6.8,173,8.9,39,0.055,1.40,MW,N
0.850,21.59,80928S,2.75,69.9,1.0,.18,.6,3,5.4,137,6.1,27,0.055,1.40,SST,N
0.850,21.59,80931,2.75,69.9,2.3,.40,1,4,5.2,133,13,58,0.063,1.60,MW,N
0.850,21.59,80931S,2.75,69.9,2.0,.34,.9,4,4.1,105,8.9,40,0.063,1.60,SST,N
0.850,21.59,80936,2.75,69.9,6.0,1.1,2,8,3.2,81,21,93,0.075,1.91,MW,N
0.850,21.59,80936S,2.75,69.9,5.1,.89,1,6,2.5,64,14,63,0.075,1.91,SST,N
0.850,21.59,80947,2.75,69.9,11,2.0,2,11,2.4,62,30,132,0.085,2.16,MW,N
0.850,21.59,80947S,2.75,69.9,9.5,1.7,2,9,1.9,48,20,90,0.085,2.16,SST,N
0.850,21.59,80932,3.00,76.2,1.9,.33,1,4,6.3,161,13,58,0.063,1.60,MW,N
0.850,21.59,80932S,3.00,76.2,1.6,.28,.9,4,5.0,127,8.9,40,0.063,1.60,SST,N
0.850,21.59,80937,3.00,76.2,5.0,.88,2,8,3.8,98,21,93,0.075,1.91,MW,N
0.850,21.59,80937S,3.00,76.2,4.3,.74,1,6,3.0,76,14,63,0.075,1.91,SST,N
0.850,21.59,80948,3.00,76.2,9.5,1.7,2,11,2.9,73,30,132,0.085,2.16,MW,N
0.850,21.59,80948S,3.00,76.2,8.1,1.4,2,9,2.2,57,20,90,0.085,2.16,SST,N
0.850,21.59,80933,3.50,88.9,1.4,.25,1,4,8.6,218,13,58,0.063,1.60,MW,N
0.850,21.59,80933S,3.50,88.9,1.2,.21,.9,4,6.8,173,8.9,40,0.063,1.60,SST,N
0.850,21.59,80938,3.50,88.9,3.8,.67,2,8,5.1,128,21,93,0.075,1.91,MW,N
0.850,21.59,80938S,3.50,88.9,3.2,.57,1,6,4.0,100,14,63,0.075,1.91,SST,N
0.850,21.59,80949,3.50,88.9,7.3,1.3,2,11,3.7,95,30,132,0.085,2.16,MW,N
0.850,21.59,80949S,3.50,88.9,6.2,1.1,2,9,2.9,74,20,90,0.085,2.16,SST,N
0.850,21.59,80939,4.00,101.6,3.0,.53,2,8,6.4,163,21,93,0.075,1.91,MW,N
0.850,21.59,80939S,4.00,101.6,2.6,.45,1,6,5.0,127,14,63,0.075,1.91,SST,N
0.850,21.59,80950,4.00,101.6,5.8,1.0,2,11,4.7,120,30,132,0.085,2.16,MW,N
0.850,21.59,80950S,4.00,101.6,4.9,.86,2,9,3.7,93,20,90,0.085,2.16,SST,N
0.850,21.59,80940,4.50,114.3,2.5,.44,2,8,7.7,195,21,93,0.075,1.91,MW,N
0.850,21.59,80940S,4.50,114.3,2.1,.37,1,6,6.0,153,14,63,0.075,1.91,SST,N
0.850,21.59,80951,4.50,114.3,4.9,.86,2,11,5.6,142,30,132,0.085,2.16,MW,N
0.850,21.59,80951S,4.50,114.3,4.2,.73,2,9,4.3,110,20,90,0.085,2.16,SST,N
0.850,21.59,80941,4.75,120.7,2.3,.40,2,8,8.4,212,21,93,0.075,1.91,MW,N
0.850,21.59,80941S,4.75,120.7,2.0,.34,1,6,6.5,166,14,63,0.075,1.91,SST,N
0.850,21.59,80952,4.75,120.7,4.5,.79,2,11,6.1,154,30,132,0.085,2.16,MW,N
0.850,21.59,80952S,4.75,120.7,3.8,.67,2,9,4.7,120,20,90,0.085,2.16,SST,N
0.850,21.59,80942,5.00,127.0,2.2,.39,2,8,8.7,222,21,93,0.075,1.91,MW,N
0.850,21.59,80942S,5.00,127.0,1.9,.33,1,6,6.8,173,14,63,0.075,1.91,SST,N
0.850,21.59,80953,5.00,127.0,4.2,.73,2,11,6.6,167,30,132,0.085,2.16,MW,N
0.850,21.59,80953S,5.00,127.0,3.5,.62,2,9,5.1,130,20,90,0.085,2.16,SST,N
0.850,21.59,80943,5.25,133.4,9.7,1.7,2,8,2.0,50,21,93,0.075,1.91,MW,N
0.850,21.59,80943S,5.25,133.4,8.2,1.4,1,6,1.5,39,14,63,0.075,1.91,SST,N
0.850,21.59,80954,5.50,139.7,3.6,.63,2,11,7.6,193,30,132,0.085,2.16,MW,N
0.850,21.59,80954S,5.50,139.7,3.1,.54,2,9,5.9,150,20,90,0.085,2.16,SST,N
0.850,21.59,80955,6.00,152.4,3.2,.56,2,11,8.5,215,30,132,0.085,2.16,MW,N
0.850,21.59,80955S,6.00,152.4,2.7,.48,2,9,6.6,168,20,90,0.085,2.16,SST,N
0.859,21.82,6051,2.23,56.7,11,1.9,3,15,1.8,45,22,100,0.085,2.16,SPR,Z
0.859,21.82,B7-63,2.50,63.5,5.3,.92,2,10,2.8,70,17,75,0.077,1.96,SPR,N
0.859,21.82,B18-195,3.94,100.0,4.3,.76,3,14,4.3,108,22,96,0.084,2.13,SPR,Z
0.859,21.82,5530,4.75,120.7,27,4.7,15,66,1.8,46,63,281,0.120,3.05,SPR,Z
0.859,21.82,5601,5.75,146.1,9.2,1.6,8,37,3.7,93,42,188,0.105,2.67,HD,Z
0.875,22.23,5287,2.50,63.5,57,9.9,14,64,.84,21,62,274,0.120,3.05,SPR,Z
0.875,22.23,5584,3.34,84.9,21,3.7,8,36,1.6,40,41,184,0.105,2.67,HD,Z
0.875,22.23,5520***,3.38,85.7,9.7,1.7,4,19,2.2,57,26,117,0.091,2.31,HD,Z
0.875,22.23,78,3.50,88.9,7.7,1.4,4,19,2.8,72,26,117,0.091,2.31,HD,Z
0.875,22.23,5465,3.78,96.0,107,19,30,133,.77,19,112,498,0.148,3.76,SPR,Z
0.875,22.23,5442,4.13,104.8,29,5.1,14,64,1.6,42,62,274,0.120,3.05,SPR,Z
0.875,22.23,5451,4.25,108.0,13,2.2,8,36,2.6,66,41,184,0.105,2.67,SPR,Z
0.875,22.23,5267,5.38,136.5,9.6,1.7,8,36,3.5,88,41,184,0.105,2.67,HD,Z
0.875,22.23,5532,5.75,146.1,6.8,1.2,7,29,4.2,108,35,157,0.100,2.54,SPR,Z
0.875,22.23,5547,5.81,147.6,4.1,.71,5,20,5.5,141,27,121,0.092,2.34,SPR,Z
0.875,22.23,5459,5.81,147.6,18,3.2,14,64,2.6,66,62,274,0.120,3.05,SPR,Z
0.875,22.23,5555,5.88,149.2,4.1,.71,5,20,5.5,141,27,121,0.092,2.34,SPR,Z
0.875,22.23,98,6.00,152.4,3.9,.68,4,19,5.6,142,26,117,0.091,2.31,HD,Z
0.875,22.23,5838,6.00,152.4,5.8,1.0,7,29,4.9,126,35,157,0.100,2.54,SPR,Z
0.875,22.23,5646,6.25,158.8,21,3.7,17,76,2.5,63,69,307,0.125,3.18,SPR,Z
0.875,22.23,137,8.50,215.9,.33,.06,.9,4,24,613,8.8,39,0.062,1.57,HD,Z
0.875,22.23,138,8.50,215.9,1.3,.23,3,11,12,308,18,81,0.080,2.03,HD,Z
0.875,22.23,139,8.50,215.9,5.4,.95,8,36,6.1,156,41,184,0.105,2.67,HD,Z
0.875,22.23,5650,8.50,215.9,22,3.8,24,106,2.9,73,87,386,0.135,3.43,SPR,Z
0.875,22.23,600,9.00,228.6,20,3.5,24,106,3.2,80,87,386,0.135,3.43,HD,Z
0.875,22.23,5815,9.00,228.6,25,4.3,28,124,2.8,72,98,435,0.140,3.56,SPR,Z
0.875,22.23,5318***,9.75,247.7,5.4,.94,8,36,6.2,157,41,184,0.105,2.67,SPR,Z
0.875,22.23,616*,11.8,298.5,1.8,.31,4,19,12,314,26,117,0.091,2.31,HD,Z
0.875,22.23,5518,12.0,304.8,16,2.8,25,113,4.1,105,91,405,0.137,3.48,SPR,Z
0.875,22.23,5007,13.3,336.6,.28,.05,1,5,34,869,11,48,0.066,1.68,SPR,Z
0.875,22.23,4071*,24.0,609.6,1.8,.31,8,36,19,479,41,184,0.105,2.67,HD,Z
0.890,22.61,4402,17.3,438.2,58,10,97,432,2.4,61,238,1058,0.185,4.70,SPR,Z
0.906,23.01,5697,3.38,85.7,69,12,22,98,.88,22,83,369,0.135,3.43,SPR,Z
0.906,23.01,5686,6.50,165.1,44,7.7,33,146,1.8,46,112,500,0.148,3.76,SPR,Z
0.906,23.01,4056,26.5,673.1,.99,.17,6,25,27,675,32,142,0.098,2.49,SPR,N
0.938,23.83,188,3.00,76.2,7.8,1.4,4,17,2.6,66,24,108,0.091,2.31,HD,Z
0.938,23.83,5616,3.19,81.0,18,3.1,7,31,1.7,44,38,169,0.105,2.67,SPR,Z
0.938,23.83,5319,4.06,103.2,15,2.7,7,31,2.0,52,38,169,0.105,2.67,SPR,N
0.938,23.83,211,8.50,215.9,.27,.05,.8,3,28,708,8.3,37,0.062,1.57,HD,Z
0.938,23.83,140,8.50,215.9,.59,.10,1,6,19,472,12,55,0.072,1.83,HD,Z
0.938,23.83,141,8.50,215.9,1.1,.19,2,10,14,352,17,76,0.080,2.03,HD,Z
0.938,23.83,142,8.50,215.9,2.0,.36,4,17,10,256,24,108,0.091,2.31,HD,Z
0.938,23.83,143,8.50,215.9,4.4,.77,7,31,7.1,179,38,169,0.105,2.67,HD,Z
0.938,23.83,210,8.50,215.9,8.9,1.6,12,54,5.0,126,57,252,0.120,3.05,HD,Z
0.953,24.21,5589,3.75,95.3,25,4.4,12,52,1.7,44,56,247,0.120,3.05,HD,Z
0.953,24.21,12387,3.75,95.3,24,4.2,12,54,1.9,48,57,254,0.121,3.07,SPR,Z
0.953,24.21,12376,5.75,146.1,13,2.3,12,52,3.3,85,56,247,0.120,3.05,SPR,Z
0.953,24.21,4057,26.5,673.1,1.2,.21,7,30,25,643,37,166,0.105,2.67,SPR,N
0.968,24.59,5693,2.75,69.9,7.7,1.3,4,16,2.6,66,23,104,0.091,2.31,SPR,Z
0.968,24.59,5607,5.63,142.9,13,2.3,11,50,3.2,82,55,242,0.120,3.05,SPR,Z
0.968,24.59,12382,5.66,143.7,15,2.5,13,56,3.2,81,59,262,0.120,3.05,MW,Z
0.968,24.59,5658,7.50,190.5,9.3,1.6,11,50,4.6,118,55,242,0.120,3.05,SPR,Z
0.968,24.59,5597,7.88,200.0,11,2.0,13,60,4.2,108,62,276,0.125,3.18,HD,Z
1.000,25.40,80956,2.50,63.5,2.6,.46,.9,4,4.0,102,11,50,0.063,1.60,MW,N
1.000,25.40,80956S,2.50,63.5,2.2,.39,.8,3,3.2,81,7.8,35,0.063,1.60,SST,N
1.000,25.40,80961,2.50,63.5,6.3,1.1,1,6,2.6,66,18,79,0.075,1.91,MW,N
1.000,25.40,6045,2.50,63.5,2.8,.49,1,6,3.9,100,12,55,0.075,1.91,SST,N
1.000,25.40,80968,2.50,63.5,14,2.5,2,9,1.7,43,26,115,0.085,2.16,MW,N
1.000,25.40,80968S,2.50,63.5,12,2.1,2,8,1.3,34,18,78,0.085,2.16,SST,N
1.000,25.40,S-609,2.50,63.5,12,2.1,4,17,1.7,42,24,107,0.095,2.41,SST,N
1.000,25.40,80975,2.50,63.5,24,4.2,3,12,1.3,33,34,151,0.095,2.41,MW,N
1.000,25.40,80988,2.50,63.5,39,6.8,4,17,1.1,27,46,203,0.105,2.67,MW,N
1.000,25.40,80988S,2.50,63.5,33,5.8,3,14,.83,21,31,136,0.105,2.67,SST,N
1.000,25.40,81001,2.50,63.5,60,11,5,22,.87,22,58,256,0.115,2.92,MW,N
1.000,25.40,81001S,2.50,63.5,51,9.0,4,19,.66,17,38,169,0.115,2.92,SST,N
1.000,25.40,81014,2.50,63.5,87,15,6,27,.77,20,73,326,0.125,3.18,MW,N
1.000,25.40,81014S,2.50,63.5,74,13,5,23,.58,15,48,215,0.125,3.18,SST,N
1.000,25.40,81027,2.50,63.5,134,23,8,34,.61,15,89,397,0.135,3.43,MW,N
1.000,25.40,81027S,2.50,63.5,114,20,6,29,.45,12,58,259,0.135,3.43,SST,N
1.000,25.40,81040,2.50,63.5,203,36,10,43,.52,13,114,508,0.148,3.76,MW,N
1.000,25.40,81040S,2.50,63.5,172,30,8,37,.38,9.7,74,330,0.148,3.76,SST,N
1.000,25.40,S-634,2.69,68.2,11,1.9,4,16,1.8,46,23,104,0.094,2.39,SST,N
1.000,25.40,80957,2.75,69.9,1.9,.33,.9,4,5.5,140,11,50,0.063,1.60,MW,N
1.000,25.40,80957S,2.75,69.9,1.6,.28,.8,3,4.4,111,7.8,35,0.063,1.60,SST,N
1.000,25.40,80962,2.75,69.9,4.6,.81,1,6,3.6,91,18,79,0.075,1.91,MW,N
1.000,25.40,80962S,2.75,69.9,3.9,.68,1,5,2.8,71,12,54,0.075,1.91,SST,N
1.000,25.40,5905,2.75,69.9,2.7,.46,1,6,4.4,111,13,58,0.075,1.91,SPR,Z
1.000,25.40,80969,2.75,69.9,8.5,1.5,2,9,2.8,71,26,115,0.085,2.16,MW,N
1.000,25.40,80969S,2.75,69.9,7.2,1.3,2,8,2.2,56,18,78,0.085,2.16,SST,N
1.000,25.40,80976,2.75,69.9,15,2.6,3,12,2.1,53,34,151,0.095,2.41,MW,N
1.000,25.40,80976S,2.75,69.9,13,2.2,2,10,1.6,41,23,101,0.095,2.41,SST,N
1.000,25.40,80989,2.75,69.9,26,4.5,4,17,1.6,41,46,203,0.105,2.67,MW,N
1.000,25.40,80989S,2.75,69.9,22,3.8,3,15,1.3,32,31,136,0.105,2.67,SST,N
1.000,25.40,81002,2.75,69.9,41,7.2,5,22,1.3,32,58,256,0.115,2.92,MW,N
1.000,25.40,81002S,2.75,69.9,35,6.1,4,19,.97,25,38,169,0.115,2.92,SST,N
1.000,25.40,5141,2.75,69.9,48,8.3,13,56,.99,25,60,266,0.125,3.18,HD,Z
1.000,25.40,81015,2.75,69.9,66,11,6,27,1.0,26,73,326,0.125,3.18,MW,N
1.000,25.40,81015S,2.75,69.9,56,9.7,5,23,.78,20,48,215,0.125,3.18,SST,N
1.000,25.40,81028,2.75,69.9,98,17,8,34,.83,21,89,397,0.135,3.43,MW,N
1.000,25.40,81028S,2.75,69.9,84,15,6,29,.62,16,58,259,0.135,3.43,SST,N
1.000,25.40,81041,2.75,69.9,159,28,10,43,.66,17,114,508,0.148,3.76,MW,N
1.000,25.40,81041S,2.75,69.9,135,24,8,37,.49,12,74,330,0.148,3.76,SST,N
1.000,25.40,B5-60,2.78,70.6,8.5,1.5,4,17,2.5,64,25,111,0.094,2.39,SPR,N
1.000,25.40,80958,3.00,76.2,1.5,.26,.9,4,7.0,177,11,50,0.063,1.60,MW,N
1.000,25.40,80958S,3.00,76.2,1.3,.22,.8,3,5.5,140,7.8,35,0.063,1.60,SST,N
1.000,25.40,80963,3.00,76.2,3.6,.63,1,6,4.6,116,18,79,0.075,1.91,MW,N
1.000,25.40,80963S,3.00,76.2,3.1,.54,1,5,3.6,91,12,54,0.075,1.91,SST,N
1.000,25.40,80970,3.00,76.2,6.8,1.2,2,9,3.5,89,26,115,0.085,2.16,MW,N
1.000,25.40,80970S,3.00,76.2,5.8,1.0,2,8,2.7,70,18,78,0.085,2.16,SST,N
1.000,25.40,80977,3.00,76.2,12,2.1,3,12,2.6,65,34,151,0.095,2.41,MW,N
1.000,25.40,80977S,3.00,76.2,10,1.8,2,10,2.0,50,23,101,0.095,2.41,SST,N
1.000,25.40,80990,3.00,76.2,21,3.6,4,17,2.0,51,46,203,0.105,2.67,MW,N
1.000,25.40,80990S,3.00,76.2,18,3.1,3,15,1.5,39,31,136,0.105,2.67,SST,N
1.000,25.40,81003,3.00,76.2,33,5.7,5,22,1.6,41,58,256,0.115,2.92,MW,N
1.000,25.40,81003S,3.00,76.2,28,4.9,4,19,1.2,31,38,169,0.115,2.92,SST,N
1.000,25.40,81016,3.00,76.2,52,9.2,6,27,1.3,33,73,326,0.125,3.18,MW,N
1.000,25.40,81016S,3.00,76.2,45,7.8,5,23,.97,25,48,215,0.125,3.18,SST,N
1.000,25.40,81029,3.00,76.2,78,14,8,34,1.1,27,89,397,0.135,3.43,MW,N
1.000,25.40,81029S,3.00,76.2,66,12,6,29,.78,20,58,259,0.135,3.43,SST,N
1.000,25.40,81042,3.00,76.2,124,22,10,43,.84,21,114,508,0.148,3.76,MW,N
1.000,25.40,81042S,3.00,76.2,105,18,8,37,.63,16,74,330,0.148,3.76,SST,N
1.000,25.40,80959,3.25,82.6,1.2,.21,.9,4,8.7,221,11,50,0.063,1.60,MW,N
1.000,25.40,80959S,3.25,82.6,1.0,.18,.8,3,6.9,175,7.8,35,0.063,1.60,SST,N
1.000,25.40,B5-57,3.28,83.3,.75,.13,.7,3,9.6,243,7.8,35,0.062,1.57,SPR,N
1.000,25.40,80960,3.50,88.9,1.0,.18,.4,2,10,265,11,48,0.063,1.60,MW,N
1.000,25.40,80960S,3.50,88.9,.85,.15,.3,2,8.3,211,7.4,33,0.063,1.60,SST,N
1.000,25.40,80964,3.50,88.9,2.6,.46,1,6,6.3,161,18,79,0.075,1.91,MW,N
1.000,25.40,80964S,3.50,88.9,2.2,.39,1,5,4.9,126,12,54,0.075,1.91,SST,N
1.000,25.40,80971,3.50,88.9,5.0,.88,2,9,4.8,121,26,115,0.085,2.16,MW,N
1.000,25.40,80971S,3.50,88.9,4.3,.74,2,8,3.7,95,18,78,0.085,2.16,SST,N
1.000,25.40,80978,3.50,88.9,8.7,1.5,3,12,3.6,91,34,151,0.095,2.41,MW,N
1.000,25.40,80978S,3.50,88.9,7.4,1.3,2,10,2.8,70,23,101,0.095,2.41,SST,N
1.000,25.40,80991,3.50,88.9,15,2.6,4,17,2.9,72,46,203,0.105,2.67,MW,N
1.000,25.40,80991S,3.50,88.9,12,2.2,3,15,2.2,56,31,136,0.105,2.67,SST,N
1.000,25.40,81004,3.50,88.9,24,4.2,5,22,2.2,56,58,256,0.115,2.92,MW,N
1.000,25.40,81004S,3.50,88.9,20,3.5,4,19,1.7,43,38,169,0.115,2.92,SST,N
1.000,25.40,81017,3.50,88.9,37,6.5,6,27,1.8,46,73,326,0.125,3.18,MW,N
1.000,25.40,81017S,3.50,88.9,32,5.6,5,23,1.4,35,48,215,0.125,3.18,SST,N
1.000,25.40,81030,3.50,88.9,57,9.9,8,34,1.4,37,89,397,0.135,3.43,MW,N
1.000,25.40,81030S,3.50,88.9,48,8.4,6,29,1.1,27,58,259,0.135,3.43,SST,N
1.000,25.40,81043,3.50,88.9,93,16,10,43,1.1,29,114,508,0.148,3.76,MW,N
1.000,25.40,81043S,3.50,88.9,79,14,8,37,.83,21,74,330,0.148,3.76,SST,N
1.000,25.40,5809,3.88,98.4,11,1.9,6,27,2.6,67,35,157,0.105,2.67,SPR,Z
1.000,25.40,80965,4.00,101.6,2.0,.35,1,6,8.2,209,18,79,0.075,1.91,MW,N
1.000,25.40,80965S,4.00,101.6,1.7,.30,1,5,6.4,163,12,54,0.075,1.91,SST,N
1.000,25.40,5906,4.00,101.6,1.5,.26,1,6,7.7,197,13,58,0.075,1.91,SPR,N
1.000,25.40,5810,4.00,101.6,2.1,.38,2,7,5.9,149,14,63,0.077,1.96,SPR,Z
1.000,25.40,6062,4.00,101.6,2.0,.35,2,10,8.0,203,18,81,0.085,2.16,SST,N
1.000,25.40,80972,4.00,101.6,3.9,.68,2,9,6.1,155,26,115,0.085,2.16,MW,N
1.000,25.40,80972S,4.00,101.6,3.3,.58,2,8,4.8,121,18,78,0.085,2.16,SST,N
1.000,25.40,S-646,4.00,101.6,5.4,.94,4,17,3.8,96,24,107,0.095,2.41,SST,N
1.000,25.40,80979,4.00,101.6,6.9,1.2,3,12,4.5,115,34,151,0.095,2.41,MW,N
1.000,25.40,80992,4.00,101.6,12,2.0,4,17,3.6,92,46,203,0.105,2.67,MW,N
1.000,25.40,80992S,4.00,101.6,9.8,1.7,3,15,2.8,71,31,136,0.105,2.67,SST,N
1.000,25.40,S-639,4.00,101.6,15,2.6,8,34,2.2,56,40,178,0.113,2.87,SST,N
1.000,25.40,81005,4.00,101.6,18,3.2,5,22,2.9,73,58,256,0.115,2.92,MW,N
1.000,25.40,81005S,4.00,101.6,16,2.7,4,19,2.2,55,38,169,0.115,2.92,SST,N
1.000,25.40,5303,4.00,101.6,21,3.7,11,47,2.0,50,52,233,0.120,3.05,SPR,N
1.000,25.40,81018,4.00,101.6,29,5.1,6,27,2.3,59,73,326,0.125,3.18,MW,N
1.000,25.40,81018S,4.00,101.6,25,4.3,5,23,1.7,44,48,215,0.125,3.18,SST,N
1.000,25.40,81031,4.00,101.6,45,7.8,8,34,1.8,46,89,397,0.135,3.43,MW,N
1.000,25.40,81031S,4.00,101.6,38,6.7,6,29,1.4,35,58,259,0.135,3.43,SST,N
1.000,25.40,81044,4.00,101.6,72,13,10,43,1.5,37,114,508,0.148,3.76,MW,N
1.000,25.40,81044S,4.00,101.6,61,11,8,37,1.1,27,74,330,0.148,3.76,SST,N
1.000,25.40,5477,4.16,105.6,70,12,26,115,.99,25,95,421,0.145,3.68,SPR,Z
1.000,25.40,5773,4.19,106.4,10,1.8,6,27,2.9,73,35,157,0.105,2.67,HD,Z
1.000,25.40,B5-58,4.47,113.5,4.2,.73,4,17,5.0,128,25,111,0.096,2.44,SST,N
1.000,25.40,80966,4.50,114.3,1.7,.30,1,6,9.7,246,18,79,0.075,1.91,MW,N
1.000,25.40,80966S,4.50,114.3,1.4,.25,1,5,7.6,192,12,54,0.075,1.91,SST,N
1.000,25.40,80973,4.50,114.3,3.2,.56,2,9,7.4,189,26,115,0.085,2.16,MW,N
1.000,25.40,80973S,4.50,114.3,2.7,.48,2,8,5.8,148,18,78,0.085,2.16,SST,N
1.000,25.40,6064,4.50,114.3,4.7,.82,4,17,4.4,111,24,107,0.095,2.41,SST,N
1.000,25.40,80980,4.50,114.3,5.6,.98,3,12,5.6,141,34,151,0.095,2.41,MW,N
1.000,25.40,80980S,4.50,114.3,4.8,.83,2,10,4.3,109,23,101,0.095,2.41,SST,N
1.000,25.40,5947,4.50,114.3,4.4,.77,4,17,4.9,126,26,115,0.095,2.41,SPR,Z
1.000,25.40,80993,4.50,114.3,9.3,1.6,4,17,4.5,114,46,203,0.105,2.67,MW,N
1.000,25.40,80993S,4.50,114.3,7.9,1.4,3,15,3.5,88,31,136,0.105,2.67,SST,N
1.000,25.40,81006,4.50,114.3,15,2.6,5,22,3.5,89,58,256,0.115,2.92,MW,N
1.000,25.40,81006S,4.50,114.3,13,2.2,4,19,2.7,68,38,169,0.115,2.92,SST,N
1.000,25.40,81019,4.50,114.3,24,4.2,6,27,2.8,72,73,326,0.125,3.18,MW,N
1.000,25.40,81019S,4.50,114.3,20,3.5,5,23,2.1,54,48,215,0.125,3.18,SST,N
1.000,25.40,81032,4.50,114.3,36,6.3,8,34,2.3,58,89,397,0.135,3.43,MW,N
1.000,25.40,81032S,4.50,114.3,31,5.4,6,29,1.7,43,58,259,0.135,3.43,SST,N
1.000,25.40,81045,4.50,114.3,59,10,10,43,1.8,45,114,508,0.148,3.76,MW,N
1.000,25.40,81045S,4.50,114.3,50,8.7,8,37,1.3,34,74,330,0.148,3.76,SST,N
1.000,25.40,5948,4.75,120.7,4.1,.72,4,17,5.3,135,26,115,0.095,2.41,SPR,Z
1.000,25.40,80967,5.00,127.0,1.4,.25,1,6,12,298,18,79,0.075,1.91,MW,N
1.000,25.40,80967S,5.00,127.0,1.2,.21,1,5,9.2,233,12,54,0.075,1.91,SST,N
1.000,25.40,5907,5.00,127.0,1.1,.19,1,6,10,265,13,58,0.075,1.91,SPR,Z
1.000,25.40,6063,5.00,127.0,2.2,.38,2,10,7.3,186,18,81,0.085,2.16,SST,N
1.000,25.40,80974,5.00,127.0,2.7,.47,2,9,8.8,224,26,115,0.085,2.16,MW,N
1.000,25.40,80974S,5.00,127.0,2.3,.40,2,8,6.9,175,18,78,0.085,2.16,SST,N
1.000,25.40,5946,5.00,127.0,2.1,.38,2,11,7.9,199,19,86,0.085,2.16,SPR,Z
1.000,25.40,6065,5.00,127.0,4.0,.70,4,17,5.1,130,24,107,0.095,2.41,SST,N
1.000,25.40,80981,5.00,127.0,4.8,.84,3,12,6.5,165,34,151,0.095,2.41,MW,N
1.000,25.40,5811,5.00,127.0,5.6,.99,5,22,4.5,115,30,135,0.100,2.54,SPR,Z
1.000,25.40,80994,5.00,127.0,7.9,1.4,4,17,5.3,134,46,203,0.105,2.67,MW,N
1.000,25.40,80994S,5.00,127.0,6.7,1.2,3,15,4.1,103,31,136,0.105,2.67,SST,N
1.000,25.40,81007,5.00,127.0,13,2.2,5,22,4.1,105,58,256,0.115,2.92,MW,N
1.000,25.40,81007S,5.00,127.0,11,1.9,4,19,3.1,79,38,169,0.115,2.92,SST,N
1.000,25.40,81020,5.00,127.0,20,3.5,6,27,3.3,85,73,326,0.125,3.18,MW,N
